Site ID	Name	Principal Investigator	Data Use Policy	AmeriFlux BASE Data	AmeriFlux FLUXNET Data	Vegetation Abbreviation (IGBP)	Vegetation Description (IGBP)	Climate Class Abbreviation (Koeppen)	Climate Class Description (Koeppen)	Mean Average Precipitation (mm)	Mean Average Temperature (degrees C)	Country	Latitude (degrees)	Longitude (degrees)	Elevation (m)	Years of AmeriFlux BASE Data	AmeriFlux BASE DOI	Years of AmeriFlux FLUXNET Data	AmeriFlux FLUXNET DOI	Site Start	Site End	BASE variables available	FLUXNET variables available
"US-A03"	"ARM-AMF3-Oliktok"	"Ryan Sullivan (rcsullivan@anl.gov)"	"CC-BY-4.0"	"Yes"	"No"	"BSV"	"Barren Sparse Vegetation: Lands exposed soil, sand, or rocks and has less than 10% vegetative cover during any time of the year."	"ET"	"Tundra"	"115.1"	"-11.2"	"USA"	"70.4953"	"-149.8823"	"5"	"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/1498752"	""	"https://doi.org/"	"2014"	""	"ALB, CH4, CO2, FC, FCH4, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-A10"	"ARM-NSA-Barrow"	"Ryan Sullivan (rcsullivan@anl.gov)"	"CC-BY-4.0"	"Yes"	"No"	"BSV"	"Barren Sparse Vegetation: Lands exposed soil, sand, or rocks and has less than 10% vegetative cover during any time of the year."	"ET"	"Tundra"	"115.1"	"-11.2"	"USA"	"71.3242"	"-156.6149"	"4"	"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1498753"	""	"https://doi.org/"	"2012"	""	"ALB, CH4, CO2, FC, FCH4, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-A32"	"ARM-SGP Medford hay pasture"	"Sebastien Biraud (scbiraud@lbl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"889"	"33.9"	"USA"	"36.8193"	"-97.8198"	"335"	"2015, 2016, 2017"	"https://doi.org/10.17190/AMF/1436327"	"2015, 2016, 2017"	"https://doi.org/10.17190/AMF/1881568"	"2015"	"2017"	"ALB, CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NDVI, NEE, NETRAD, PA, PPFD_IN, PPFD_OUT, P_RAIN, PRI, RH, SWC, SW_DIF, SW_DIR, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-A39"	"ARM-SGP-Morrison"	"Ryan Sullivan (rcsullivan@anl.gov)"	"CC-BY-4.0"	"No"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Csa"	"Mediterranean: mild with dry, hot summer"	"965"	"14.95"	"USA"	"36.3776"	"-96.0690"	"306"	""	"https://doi.org/"	""	"https://doi.org/"	"2015"	""	""	""
"US-A74"	"ARM SGP milo field"	"Sebastien Biraud (scbiraud@lbl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"889"	"33.9"	"USA"	"36.8085"	"-97.5489"	"337"	"2015, 2016, 2017"	"https://doi.org/10.17190/AMF/1436328"	"2016, 2017"	"https://doi.org/10.17190/AMF/2006963"	"2016"	"2017"	"ALB, CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NDVI, NEE, NETRAD, PA, PPFD_IN, PPFD_OUT, P_RAIN, PRI, RH, SWC, SW_DIF, SW_DIR, SW_IN, SW_OUT, TA, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, ZL"	""
"US-AaG"	"Arkansas Grassland"	"Quan Zhang (quan.zhang@whu.edu.cn)"	"CC-BY-4.0"	"No"	"No"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"1410"	"17.4"	"USA"	"33.1105"	"-91.6282"	"33"	""	"https://doi.org/"	""	"https://doi.org/"	"2016"	"2017"	""	""
"US-Act"	"Acton Lake Flux Tower Site"	"Sarah Waldo (waldo.sarah@epa.gov)"	"CC-BY-4.0"	"Yes"	"No"	"WAT"	"Water Bodies : Oceans, seas, lakes, reservoirs, and rivers. Can be either fresh or salt- water bodies."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"907"	"11.1"	"USA"	"39.5820"	"-84.7550"	"263"	"2017, 2018"	"https://doi.org/10.17190/AMF/1846660"	""	"https://doi.org/"	"2017"	"2019"	"CH4, CO2, CO2_SIGMA, FC, FCH4, FCH4_SSITC_TEST, FC_SSITC_TEST, FETCH_70, FETCH_90, FETCH_FILTER, FETCH_MAX, H, H2O, H2O_SIGMA, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, NETRAD, P, PA, P_RAIN, RH, SC, SCH4, SH, SLE, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, TW, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, WTD, ZL"	""
"US-ADR"	"Amargosa Desert Research Site (ADRS)"	"Michael Moreo (mtmoreo@usgs.gov)"	"Legacy"	"Yes"	"No"	"BSV"	"Barren Sparse Vegetation: Lands exposed soil, sand, or rocks and has less than 10% vegetative cover during any time of the year."	"Bwh"	"Desert: warm winter"	"110"	"17.5"	"USA"	"36.7653"	"-116.6933"	"842"	"2011, 2012, 2013, 2014, 2015, 2016, 2017"	"https://doi.org/10.17190/AMF/1418680"	""	"https://doi.org/"	"2011"	""	"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_90, FETCH_MAX, G, H, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, NETRAD, PA, PPFD_IN, P_RAIN, RH, SWC, TA, TAU, TAU_SSITC_TEST, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-AF1"	"MPG - Apricot Lane Farms"	"Morgan McLeod (mmcleod@mpgranch.com)"	"CC-BY-4.0"	"No"	"No"	"CVM"	"Cropland/Natural Vegetation Mosaics: Lands with a mosaic of croplands, forest, shrublands, and grasslands in which no one component comprises more than 60% of the landscape"	"Csb"	"Mediterranean: mild with dry, warm summer"	"376.4"	"15.9"	"USA"	"34.3108"	"-118.9244"	"300"	""	"https://doi.org/"	""	"https://doi.org/"	"2021"	""	""	""
"US-Akn"	"Savannah River Site"	"Brian Viner (brian.viner@srnl.doe.gov)"	"CC-BY-4.0"	"Yes"	"No"	"MF"	"Mixed Forests: Lands dominated by trees with a percent cover >60% and height exceeding 2 meters.  Consists of tree communities with interspersed mixtures or mosaics of the other four forest types.  None of the forest types exceeds 60% of landscape."	""	""	""	""	"USA"	"33.3825"	"-81.5653"	"93"	"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1246141"	""	"https://doi.org/"	"2011"	"2021"	"ALB, CO2, CO2_MIXING_RATIO, CO2_SIGMA, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, H, H2O, H2O_MIXING_RATIO, H2O_SIGMA, H_SSITC_TEST, LE, LE_SSITC_TEST, MO_LENGTH, PA, P_RAIN, RH, SC, SH, SLE, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WS_MAX, ZL"	""
"US-ALQ"	"Allequash Creek Site"	"Ankur Desai (desai@aos.wisc.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	""	""	"USA"	"46.0308"	"-89.6067"	""	"2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1480323"	"2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2006964"	"2015"	""	"CH4, CO2, FC, FCH4, FCH4_SSITC_TEST, FC_SSITC_TEST, FETCH_90, FETCH_MAX, GPP, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NEE, NETRAD, P, PA, PPFD_IN, RECO, RH, SC, SCH4, SH, SLE, SW_IN, SW_OUT, TA, TW, U_SIGMA, USTAR, VPD, V_SIGMA, WD, WS, W_SIGMA, WTD"	""
"US-An1"	"Anaktuvuk River Severe Burn"	"Adrian Rocha (arocha1@nd.edu)"	"CC-BY-4.0"	"Yes"	"No"	"OSH"	"Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous."	""	""	""	""	"USA"	"68.9900"	"-150.2800"	"600"	"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"	"https://doi.org/10.17190/AMF/1246142"	""	"https://doi.org/"	"2008"	""	"FC, G, H, LE, LW_IN, LW_OUT, NETRAD, PA, PPFD_IN, PPFD_OUT, RH, SW_IN, SW_OUT, TA, USTAR, WD, WS"	""
"US-An2"	"Anaktuvuk River Moderate Burn"	"Adrian Rocha (arocha1@nd.edu)"	"CC-BY-4.0"	"Yes"	"No"	"OSH"	"Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous."	""	""	""	""	"USA"	"68.9500"	"-150.2100"	"600"	"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"	"https://doi.org/10.17190/AMF/1246143"	""	"https://doi.org/"	"2008"	""	"FC, G, H, LE, LW_IN, LW_OUT, NETRAD, PA, PPFD_IN, PPFD_OUT, RH, SW_IN, SW_OUT, TA, USTAR, WD, WS"	""
"US-An3"	"Anaktuvuk River Unburned"	"Adrian Rocha (arocha1@nd.edu)"	"CC-BY-4.0"	"Yes"	"No"	"OSH"	"Open Shrublands: Lands with woody vegetation less than 2 meters tall and with shrub canopy cover between 10-60%. The shrub foliage can be either evergreen or deciduous."	""	""	""	""	"USA"	"68.9300"	"-150.2700"	"600"	"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"	"https://doi.org/10.17190/AMF/1246144"	""	"https://doi.org/"	"2008"	""	"FC, G, H, LE, LW_IN, LW_OUT, NETRAD, PA, PPFD_IN, PPFD_OUT, RH, SW_IN, SW_OUT, TA, USTAR, WD, WS"	""
"US-AoL"	"Low Density Apple Orchard"	"Julianna Wilson (jkwilson@msu.edu)"	"CC-BY-4.0"	"No"	"No"	"MF"	"Mixed Forests: Lands dominated by trees with a percent cover >60% and height exceeding 2 meters.  Consists of tree communities with interspersed mixtures or mosaics of the other four forest types.  None of the forest types exceeds 60% of landscape."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"2.794"	"9.7"	"USA"	"43.2513"	"-85.7648"	"270.4"	""	"https://doi.org/"	""	"https://doi.org/"	"2023"	""	""	""
"US-AR1"	"ARM USDA UNL OSU Woodward Switchgrass 1"	"Margaret Torn (mstorn@lbl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Dsa"	"Dry Continental: hot summer"	""	""	"USA"	"36.4267"	"-99.4200"	"611"	"2009, 2010, 2011, 2012"	"https://doi.org/10.17190/AMF/1246137"	"2009, 2010, 2011, 2012"	"https://doi.org/10.17190/AMF/2006965"	"2009"	"2012"	"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS"	""
"US-AR2"	"ARM USDA UNL OSU Woodward Switchgrass 2"	"Margaret Torn (mstorn@lbl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Dsa"	"Dry Continental: hot summer"	""	""	"USA"	"36.6358"	"-99.5975"	"646"	"2009, 2010, 2011, 2012"	"https://doi.org/10.17190/AMF/1246138"	"2009, 2010, 2011, 2012"	"https://doi.org/10.17190/AMF/2006966"	"2009"	"2012"	"CO2, FC, G, H, H2O, LE, LW_IN, LW_OUT, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS"	""
"US-ARb"	"ARM Southern Great Plains burn site- Lamont"	"Margaret Torn (mstorn@lbl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	""	""	"USA"	"35.5497"	"-98.0402"	"424"	"2005, 2006"	"https://doi.org/10.17190/AMF/1246025"	"2005, 2006"	"https://doi.org/10.17190/AMF/2006967"	"2005"	"2006"	"CO2, FC, G, H, H2O, LE, NETRAD, P, PA, PPFD_IN, RH, SW_IN, TA, USTAR, VPD, WD, WS"	""
"US-ARc"	"ARM Southern Great Plains control site- Lamont"	"Margaret Torn (mstorn@lbl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	""	""	"USA"	"35.5465"	"-98.0400"	"424"	"2005, 2006"	"https://doi.org/10.17190/AMF/1246026"	"2005, 2006"	"https://doi.org/10.17190/AMF/2006968"	"2005"	"2006"	"CO2, FC, G, H, H2O, LE, NETRAD, P, PA, PPFD_IN, RH, SW_IN, TA, USTAR, VPD, WD, WS"	""
"US-ARM"	"ARM Southern Great Plains site- Lamont"	"Sebastien Biraud (SCBiraud@lbl.gov)"	"CC-BY-4.0"	"Yes"	"Yes"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	"843"	"14.76"	"USA"	"36.6058"	"-97.4888"	"314"	"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023"	"https://doi.org/10.17190/AMF/1246027"	"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"	"https://doi.org/10.17190/AMF/1854366"	"2002"	""	"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_MAX, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, LW_IN, LW_OUT, MO_LENGTH, NETRAD, P, PA, PPFD_IN, PPFD_OUT, RH, SWC, SW_DIF, SW_DIR, SW_IN, SW_OUT, TA, TAU, TAU_SSITC_TEST, T_CANOPY, TS, T_SONIC, T_SONIC_SIGMA, U_SIGMA, USTAR, V_SIGMA, WD, WS, W_SIGMA, WS_MAX"	""
"US-ASH"	"USSL San Joaquin Valley Almond High Salinity"	"Ray G. Anderson (ray.anderson@usda.gov)"	"CC-BY-4.0"	"Yes"	"No"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Bwk"	"Desert: very cold winter"	"210"	"18.1"	"USA"	"36.1697"	"-120.2010"	"147"	"2016, 2017"	"https://doi.org/10.17190/AMF/1634880"	""	"https://doi.org/"	"2016"	""	"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_FILTER, FETCH_MAX, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, NETRAD, PA, RH, SW_IN, TA, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, WD, WS"	""
"US-ASL"	"USSL San Joaquin Valley Almond Low Salinity"	"Ray G. Anderson (ray.anderson@usda.gov)"	"CC-BY-4.0"	"Yes"	"No"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Bwk"	"Desert: very cold winter"	"311"	"16.7"	"USA"	"36.9466"	"-120.1024"	"78"	"2016, 2017"	"https://doi.org/10.17190/AMF/1617706"	""	"https://doi.org/"	"2016"	""	"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_FILTER, FETCH_MAX, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, NETRAD, PA, RH, SW_IN, TA, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, WD, WS"	""
"US-ASM"	"USSL San Joaquin Valley Almond Medium Salinity"	"Ray G. Anderson (ray.anderson@usda.gov)"	"CC-BY-4.0"	"Yes"	"No"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Bwk"	"Desert: very cold winter"	"210"	"18.1"	"USA"	"36.1777"	"-120.2026"	"147"	"2016, 2017"	"https://doi.org/10.17190/AMF/1617709"	""	"https://doi.org/"	"2016"	""	"CO2, FC, FC_SSITC_TEST, FETCH_70, FETCH_80, FETCH_90, FETCH_FILTER, FETCH_MAX, G, H, H2O, H_SSITC_TEST, LE, LE_SSITC_TEST, NETRAD, PA, RH, SW_IN, TA, TS, T_SONIC, T_SONIC_SIGMA, USTAR, VPD, WD, WS"	""
"US-Atq"	"Atqasuk"	"Walt Oechel (woechel@mail.sdsu.edu)"	"Legacy"	"Yes"	"No"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"ET"	"Tundra"	"93"	"-9.7"	"USA"	"70.4696"	"-157.4089"	"15.00"	"1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006"	"https://doi.org/10.17190/AMF/1246029"	""	"https://doi.org/"	"1999"	""	"APAR, CO2, FAPAR, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, PPFD_OUT, RECO, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS, ZL"	""
"US-Aud"	"Audubon Research Ranch"	"Tilden Meyers (Tilden.Meyers@noaa.gov)"	"Legacy"	"Yes"	"No"	"GRA"	"Grasslands: Lands with herbaceous types of cover. Tree and shrub cover is less than 10%. Permanent wetlands lands with a permanent mixture of water and herbaceous or woody vegetation. The vegetation can be present in either salt, brackish, or fresh water."	"Bsk"	"Steppe: warm winter"	"438.35"	"14.85"	"USA"	"31.5907"	"-110.5104"	"1469"	"2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011"	"https://doi.org/10.17190/AMF/1246028"	""	"https://doi.org/"	"2002"	""	"APAR, CO2, FAPAR, FC, G, H, H2O, LE, LW_IN, LW_OUT, NEE, NETRAD, P, PA, PPFD_DIF, PPFD_IN, PPFD_OUT, RECO, RH, SC, SH, SLE, SWC, SW_DIF, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS, ZL"	""
"US-Bar"	"Bartlett Experimental Forest"	"Andrew Richardson (Andrew.Richardson@nau.edu)"	"CC-BY-4.0"	"Yes"	"Yes"	"DBF"	"Deciduous Broadleaf Forests: Lands dominated by woody vegetation with a percent cover >60% and height exceeding 2 meters.  Consists of broadleaf tree communities with an annual cycle of leaf-on and leaf-off periods."	"Dfb"	"Warm Summer Continental: significant precipitation in all seasons "	"1245.77"	"5.61"	"USA"	"44.0646"	"-71.2881"	"272"	"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022"	"https://doi.org/10.17190/AMF/1246030"	"2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021"	"https://doi.org/10.17190/AMF/2006969"	"2004"	""	"CO2, FC, H, LE, NETRAD, P, PA, PPFD_BC_IN, PPFD_DIF, PPFD_DIR, PPFD_IN, PPFD_OUT, RH, SWC, SW_IN, SW_OUT, TA, TS, USTAR, VPD, WD, WS"	""
"US-BCM"	"Blue Cypress Marsh"	"Charless Ross Hinkle (rhinkle@ucf.edu)"	"CC-BY-4.0"	"No"	"No"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"Cwa"	"Humid Subtropical: dry winter, hot summer"	"1142"	"22.6"	"USA"	"27.6953"	"-80.7114"	"23"	""	"https://doi.org/"	""	"https://doi.org/"	"2009"	"2014"	""	""
"US-Bd4"	"Burdette Farm Rice Field - 4N"	"Michele L. Reba (Michele.Reba@usda.gov)"	"CC-BY-4.0"	"No"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	""	""	"USA"	"35.8139"	"-89.9862"	"70"	""	"https://doi.org/"	""	"https://doi.org/"	"2020"	""	""	""
"US-Bd5"	"Burdette Farm Rice Field - Seagraves South"	"Michele L. Reba (Michele.Reba@usda.gov)"	"CC-BY-4.0"	"No"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	""	""	"USA"	"35.8105"	"-90.0194"	"70"	""	"https://doi.org/"	""	"https://doi.org/"	"2020"	""	""	""
"US-Bd6"	"Burdette Farm Rice - Seagraves North"	"Michele L. Reba (Michele.Reba@usda.gov)"	"CC-BY-4.0"	"No"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	""	""	"USA"	"35.8140"	"-90.0194"	"70"	""	"https://doi.org/"	""	"https://doi.org/"	"2020"	""	""	""
"US-BdA"	"Burdette Farm Rice Field - AWD"	"Michele L. Reba (michele.reba@ars.usda.gov)"	"CC-BY-4.0"	"No"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	""	""	"USA"	"35.8089"	"-90.0327"	""	""	"https://doi.org/"	""	"https://doi.org/"	""	""	""	""
"US-BdC"	"Burdette Farm Rice Field - conventional"	"Michele L. Reba (michele.reba@ars.usda.gov)"	"CC-BY-4.0"	"No"	"No"	"CRO"	"Croplands: Lands covered with temporary crops followed by harvest and a bare soil period (e.g., single and multiple cropping systems). Note that perennial woody crops will be classified as the appropriate forest or shrub land cover type."	"Cfa"	"Humid Subtropical: mild with no dry season, hot summer"	""	""	"USA"	"35.8089"	"-90.0284"	""	""	"https://doi.org/"	""	"https://doi.org/"	""	""	""	""
"US-Beo"	"Barrow Environmental Observatory (BEO) tower"	"Walter Oechel (woechel@mail.sdsu.edu)"	"Legacy"	"No"	"No"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"ET"	"Tundra"	"72"	"-11.3"	"USA"	"71.2810"	"-156.6123"	""	""	"https://doi.org/"	""	"https://doi.org/"	"2000"	""	""	""
"US-Bes"	"Barrow-Bes (Biocomplexity Experiment South tower)"	"W.C. Oechel (woechel@mail.sdsu.edu)"	"Legacy"	"No"	"No"	"WET"	"Permanent Wetlands: Lands with a permanent mixture of water and herbaceous or woody vegetation that cover extensive areas. The vegetation can be present in either salt, brackish, or fresh water"	"ET"	"Tundra"	"173"	"-12"	"USA"	"71.2809"	"-156.5965"	"4.60"	""	"https://doi.org/"	""	"https://doi.org/"	"2005"	""	""	""
"US-BgC"	"Big Chico Creek"	"John Knowles (jfknowles@csuchico.edu)"	"CC-BY-4.0"	"No"	"No"	"WSA"	"Woody Savannas: Lands with herbaceous and other understory systems, and with forest canopy cover between 30-60%. The forest cover height exceeds 2 meters."	"Csa"	"Mediterranean: mild with dry, hot summer"	"650"	"16.5"	"USA"	"39.8125"	"-121.8135"	"135"	""	"https://doi.org/"	""	"https://doi.org/"	"2023"	""	""	""
